"1"; "12120"; "3W CLINIC Сыворотка с золотом и коллагеном Collagen & Luxury Gold Anti Wrinkle Ampoule"; "985"; "1379"; "8809469773843"; "3W CLINIC"; "Восстанавливающая омолаживающая сыворотка с коллоидным золотом и коллагеном мгновенно преображает увядающую, зрелую и сухую кожу, способствует регенерации и синтезу собственного коллагена. Гидролизованнный коллаген нормализует гидробаланс кожи, улучшает её структуру и микрорельеф, разглаживает морщины. Золотые частицы способствуют выведению токсинов, улучшают микроциркуляцию и подтягивают кожу, помогает молекулам кислорода быстрее проникать в клетки, способствуя обновлению и омоложению. Также в составе: экстракты икры, портулака, женьшеня, плодов японского перца, корейского пострела, аллантоин и гиалуроновая кислота.  Способ применения: нанести сыворотку на очищенную и тонизированную кожу."; "102"; "https://beautyty.org/wp-content/uploads/2019/01/8809469773843.jpg";"0";"None";"52"
"2"; "12122"; "3W CLINIC Омолаживающий крем для лица с коллагеном и коллоидным золотом Collagen & Luxury Gold Cream"; "872"; "1221"; "8809480772009"; "3W CLINIC"; "Восстанавливающий крем, с активным омолаживающим действием, мгновенно преображает сухую, увядающую, зрелую и обезвоженную кожу, помогает остановить процессы  старения и улучшить ее внешний вид. Гидролизованный коллаген придает коже упругость и эластичность, повышает тургор, разглаживает мелкие морщины, обеспечивает мгновенный лифтинг-эффект, стимулирует синтез собственного коллагена и эластина, запускает процессы регенерации и восстановления на клеточном уровне, интенсивно увлажняет и поддерживает оптимальный гидробаланс. Золото выступает в роли проводника, позволяя активным компонентам намного быстрей проникать в глубокие слои эпителия, усиливает процесс регенерации и микроциркуляции, обладает мощным антиоксидантным действием, тормозит процесс увядания. Способ применения: нанесите крем на очищенную  и тонизированную кожу"; "150"; "https://beautyty.org/wp-content/uploads/2019/01/8809480772009.jpg";"0";"None";"100"
"3"; "12168"; "A'PIEU Воздушный тональный крем Air-Fit Cushion #21 "; "773"; "1082"; "8806185746472"; "A'PIEU"; "Воздушный тональный крем содержит легкие пудровые частички, что создает вид здоровой ухоженной кожи. Обеспечивает прозрачное покрытие, с мягким блеском. Выравнивает текстуру кожи, заполняет морщинки и поры, позволяет придать коже шелковистость и здоровый, свежий тон. Растительный комплекс успокаивает и создает комфорт чувствительной коже. Запатентованная формула с гидролизованным белком авокадо сохраняет в коже упругость.Способ применения: нанесите небольшое количество средства на кожу, распределите при помощи спонжа."; "63"; "https://beautyty.org/wp-content/uploads/2019/01/8806185746472.jpg";"0";"None";"13"
"4"; "12170"; "A'PIEU Воздушный тональный крем Air-Fit Cushion #23"; "773"; "1082"; "8806185746489"; "A'PIEU"; "Воздушный тональный крем содержит легкие пудровые частички, что создает вид здоровой ухоженной кожи. Обеспечивает прозрачное покрытие, с мягким блеском. Выравнивает текстуру кожи, заполняет морщинки и поры, позволяет придать коже шелковистость и здоровый, свежий тон. Растительный комплекс успокаивает и создает комфорт чувствительной коже. Запатентованная формула с гидролизованным белком авокадо сохраняет в коже упругость.Способ применения: нанесите небольшое количество средства на кожу, распределите при помощи спонжа."; "63"; "https://beautyty.org/wp-content/uploads/2019/01/8806185746489.jpg";"0";"None";"13"
"5"; "8087"; "A'PIEU Сыворотка с маслом семян моркови Carrot U "; "1037"; "1452"; "8809581479913"; "A'PIEU"; "Производитель: «ABLE C&C CO. LTD.», Южная Корея, SK TWINTOWER A-3F, 345-9, GASAN-DONG, GEUMCHEON-GU, SEOUL. Интенсивно увлажняющая маска для лица мгновенно восстанавливает и преображает сухую, обезвоженную, обветренную и поврежденную кожу. Экстракты чечевицы, гуавы, бобов и камелии восстанавливают качество коллагеновых и эластиновых волокон кожи, препятствует появлению дряблости и увяданию. Комплекс масел (олива, камелия, сладкий миндаль, баобаб, авокадо, подсолнечник, облепиха, асаи) обеспечивает интенсивное питание и увлажнение, смягчает огрубевшую кожу, эффективно укрепляет защитный барьер, придает здоровое сияние уставшей коже. Может использоваться для чувствительной кожи лица. Способ применения: приложите маску на лицо, после очищения и тонизирования, на 20 - 30 минут. Остатки сыворотки распределите по коже."; "85"; "https://beautyty.org/wp-content/uploads/2019/01/8809581471115_2.jpg";"0";"None";"35"
"6"; "8015"; "A'PIEU Балансирующий тонер с минеральным комплексом Cicative Boosting Toner"; "726"; "1016"; "8809581482074"; "A'PIEU"; "Производитель: ABLE C&C CO., LTD.,КОРЕЯ, РЕСПУБЛИКА, SK TWINTOWER A-3F, 345-9, GASAN-DONG, GEUMCHEON-GU, SEOUL. Тоник с минералами используется сразу после очищения кожи, формирует защитный барьер от потери влаги и агрессивного воздействия внешних раздражителей, нормализует pH баланс, увлажняет, питает, смягчает и успокаивает. Цинк оказывает успокаивающее и регенерирующее действие, снимает зуд и уменьшает покраснения. Также помогает выровнять тон кожи, осветляя пигментные пятна и следы постакне. Кальций оказывает выраженное увлажняющее, восстанавливающее и противовоспалительное действие, помогает справиться с шелушениями, очищает кожу от омертвевших клеток. Способ применения: Смочить тонером ватный диск и протереть им лицо. При использовании в качестве маски - приложить диски на проблемные участки кожи."; "250"; "https://beautyty.org/wp-content/uploads/2019/01/8809581482074_3.jpg";"0";"None";"200"
"7"; "8063"; "A'PIEU Глубоко увлажняющая ампульная сыворотка с глутатионом Hyaluthione Soonsoo Ampoule"; "712"; "997"; "8809530054970"; "A'PIEU"; "Производитель: ABLE C&C. CO., LTD., КОРЕЯ, РЕСПУБЛИКА, SK TWINTOWER A-3F, 345-9, GASAN-DONG, GEUMCHEON-GU, SEOUL. Тоник для ухода за кожей сразу после умывания, эффективно оздоравливает проблемную кожу, а также подходит для жирной и комбинированной, чувствительной и раздраженной. Средство с легкой текстурой увлажняет, смягчает и успокаивает кожу, делает кожу более матовой и ухоженной, предупреждает появление сухости, стянутости и шелушений. Кроме того, тоник способствует отшелушиванию ороговевших частиц эпидермиса, там самым предупреждает забивание сальных протоков, которое приводит к возникновению воспалений. В составе тоника масло чайного дерева, которое является мощным антисептиком природного происхождения, оказывает противовоспалительное, противогрибковое, антибактериальное действие. Способ применения: Нанести на очищенную кожу при помощи ватного диска или легкими похлапывающими движениями."; "67"; "https://beautyty.org/wp-content/uploads/2019/01/8809581460492_2.jpg";"0";"None";"17"
"8"; "8063"; "A'PIEU Увлажняющий тонер для лица с глутатионом Hyaluthione Soonsoo Essence Toner"; "840"; "1176"; "8809530054932"; "A'PIEU"; "Производитель: ABLE C&C. CO., LTD., КОРЕЯ, РЕСПУБЛИКА, SK TWINTOWER A-3F, 345-9, GASAN-DONG, GEUMCHEON-GU, SEOUL. Тоник для ухода за кожей сразу после умывания, эффективно оздоравливает проблемную кожу, а также подходит для жирной и комбинированной, чувствительной и раздраженной. Средство с легкой текстурой увлажняет, смягчает и успокаивает кожу, делает кожу более матовой и ухоженной, предупреждает появление сухости, стянутости и шелушений. Кроме того, тоник способствует отшелушиванию ороговевших частиц эпидермиса, там самым предупреждает забивание сальных протоков, которое приводит к возникновению воспалений. В составе тоника масло чайного дерева, которое является мощным антисептиком природного происхождения, оказывает противовоспалительное, противогрибковое, антибактериальное действие. Способ применения: Нанести на очищенную кожу при помощи ватного диска или легкими похлапывающими движениями."; "220"; "https://beautyty.org/wp-content/uploads/2019/01/8809581460492_2.jpg";"0";"None";"170"
"9"; "8041"; "A'PIEU Лосьон с мадекассосидом Madecassoside Blue Lotion"; "875"; "1225"; "8809581444157"; "A'PIEU"; "Производитель: ABLE C&C. CO., LTD., КОРЕЯ, РЕСПУБЛИКА, SK TWINTOWER A-3F, 345-9, GASAN-DONG, GEUMCHEON-GU, SEOUL. Бальзам для губ содержит масло ореха макадамии, масло капуасу, мадекассоид, керамиды. травяной комплекс и т.д. Глубоко питательный и увлажняющий бальзам для губ сохраняет мягкость и упругость кожи губ. Благодаря растительной формуле укрепляет защитный барьер кожи. Масляная формула восстанавливает эластичность и препятствует появлению шелушения кожи. Мягкий аромат цитрусовых создает освежающий эффект. Применение: Наносите средство на сухую, чистую кожу губ."; "215"; "https://beautyty.org/wp-content/uploads/2019/01/8809530066492_1.jpg";"0";"None";"165"
"10"; "8041"; "A'PIEU Тоник с мадекассосидом Madecassoside Blue Toner "; "842"; "1179"; "8809581444140"; "A'PIEU"; "Производитель: ABLE C&C. CO., LTD., КОРЕЯ, РЕСПУБЛИКА, SK TWINTOWER A-3F, 345-9, GASAN-DONG, GEUMCHEON-GU, SEOUL. Бальзам для губ содержит масло ореха макадамии, масло капуасу, мадекассоид, керамиды. травяной комплекс и т.д. Глубоко питательный и увлажняющий бальзам для губ сохраняет мягкость и упругость кожи губ. Благодаря растительной формуле укрепляет защитный барьер кожи. Масляная формула восстанавливает эластичность и препятствует появлению шелушения кожи. Мягкий аромат цитрусовых создает освежающий эффект. Применение: Наносите средство на сухую, чистую кожу губ."; "215"; "https://beautyty.org/wp-content/uploads/2019/01/8809530066492_1.jpg";"0";"None";"165"
